fold,return_pct,sharpe,max_dd_pct,n_trades
0,-10.089010800002107,-0.2562251191309361,19.78900374062537,122
1,14.32502659999848,0.5930644338769193,18.89021634762383,96
2,13.332157999998895,0.618523911085975,14.319467427563795,89
3,38.4148866999996,1.4187958575383997,14.820886440188948,81
