fold,return_pct,sharpe,max_dd_pct,n_trades
0,0.0,0.0,0.0,0
1,1.729077599999962,0.5702928293097407,2.834246431313856,2
2,1.8655249999999457,0.5431683466749412,2.618874587249513,2
3,2.3679440000000884,0.3753308686947414,5.0588671858747265,7
