fold,return_pct,sharpe,max_dd_pct,n_trades
0,-2.3474580000001466,-0.1379842205681901,10.29936757620636,16
1,-40.07046640001789,-5.903473613533067,40.091093036685066,989
2,-4.298880600000232,-0.4017120420731112,13.546533791680226,11
3,15.899693300000429,0.8620192660745462,10.060187658777716,52
