fold,seed,train_sharpe,val_sharpe,val_return_pct,return_pct,sharpe,max_dd_pct,n_trades
0,32,0.5714389429875862,,,-10.322222000002023,-0.2491219181769343,20.94383856590623,130
0,33,0.7117437978175224,,,5.659365199998656,0.30888134201388734,27.594886607077207,120
0,34,0.537592344135939,,,-10.70292110000166,-0.2604476108590238,26.150586195858637,120
0,35,-0.05396653174551764,,,-1.2495323000018987,0.07994027179335933,15.391161015488642,114
0,36,0.010632553683906122,,,-4.375600600001794,-0.03635949411338647,20.191050208072127,119
0,37,-0.0023157698417261676,,,5.813772799997952,0.3150259210961314,20.34767161606513,132
0,38,0.22198937132986163,,,11.949336599997885,0.5165669756187964,15.031365886090134,140
0,39,0.5587385008600562,,,-13.713198700001872,-0.38526535712090726,26.08010821471557,118
0,40,0.17922598474973633,,,-23.290202300001916,-0.8130879028123602,24.44431538253372,123
0,41,0.3639312030562909,,,-2.2220029000019514,0.04331290590612105,16.33188052498117,121
0,42,-0.22990117461217538,,,-30.218130100001627,-1.1083199189393673,31.268011228486497,133
0,43,0.6032919398046894,,,-13.674750400001779,-0.4002842060652615,23.41333195439727,116
0,44,0.6224828069855648,,,1.9457952999983208,0.18473511978825877,17.247600108345313,109
0,45,-0.05891643953352399,,,-12.675121600001859,-0.3411616085174241,19.111680524505434,117
0,46,0.23657067696864895,,,-19.038457900001895,-0.5871398049838256,22.287809312748227,127
0,47,0.29460013743507585,,,-24.68874750000216,-0.8450481132635066,30.333276611386996,135
0,48,0.4185553999975304,,,-10.577289500001664,-0.2588710892199215,21.18006756790065,115
0,49,0.5452268822128605,,,-2.260924900001615,0.04699490320683508,27.829920661890068,117
0,50,0.08600011100106467,,,-27.76243930000213,-0.9838495604201895,28.84926675038992,148
0,51,0.2478921195507627,,,-0.30809520000190105,0.11168383576248397,21.95393898204971,126
0,52,0.0194640876803838,,,26.126604699998346,0.9313734863543772,25.318977912388917,119
0,53,0.8247136481068243,,,-15.830597200001517,-0.4684373827221199,27.337773214154332,118
0,54,0.36077853068205423,,,-4.183034700001754,-0.03188415034519298,19.800743029557527,113
0,55,0.38143327826704776,,,27.50141979999816,0.9753099235086947,14.581152953617593,117
