fold,return_pct,sharpe,max_dd_pct,n_trades
0,2.2076823999980455,0.19645693497267344,17.467467828913602,132
1,15.7771317999984,0.627253574951866,16.91366179465497,106
2,20.41676099999854,0.7997802941920921,17.866326665535336,108
3,45.82499399999917,1.5060996882348747,21.218919139413185,109
