fold,seed,return_pct,sharpe,max_dd_pct,n_trades
0,0,-14.836316200001898,-0.4279473131667257,20.744637660213982,123
0,1,-6.07662110000261,-0.09142330826501258,16.85047341853257,149
0,2,14.004549699998226,0.5745814168266132,17.917953460885755,116
0,3,-13.053046200002406,-0.36831493268971865,18.101749923883844,137
0,4,-2.803625600002002,0.02342269599596966,18.091705793997164,123
0,5,0.624270299998031,0.14157125843057936,23.07527004998701,126
0,6,3.808376599997909,0.24961589935551284,19.203525645761456,128
0,7,-19.115722500002875,-0.6070998617127705,21.66346177412297,166
0,8,-16.939352100002747,-0.594694520193549,21.053854820952296,145
0,9,-27.052465300001593,-0.9491790783169568,30.143284233336733,148
0,10,-16.281438300003416,-0.5203457827147953,27.171724719618556,188
0,11,-19.264001100002336,-0.608149565053882,22.624358129571505,147
0,12,19.77268999999835,0.736836409597525,16.603244047179796,117
0,13,-15.879626200001928,-0.49710283458049886,27.75830538524134,134
0,14,-20.927527900002453,-0.690115734232326,22.91574844254072,152
0,15,-14.918171500002641,-0.429522770816464,22.97426870420098,149
0,16,-15.27922710000188,-0.4440723295141262,22.105629844785295,122
0,17,-5.613924700002048,-0.08461899369876426,17.721824924281908,124
0,18,-5.613472100001693,-0.08785000420693025,20.606585309399378,112
0,19,-18.45858370000212,-0.5719385739709488,20.391053458423254,132
0,20,-19.71137640000189,-0.7048958265749005,25.728847700000507,134
0,21,-8.688940800002143,-0.20520647496665054,23.837205978676263,134
0,22,-28.980947000001922,-1.0587872003924772,32.36248967028776,145
0,23,-19.1152313000018,-0.6128690110822177,26.36239196276908,131
0,24,5.117880699998234,0.2936095701000152,15.658244285756279,122
0,25,-5.995339200002259,-0.09280974939817879,17.037843736919413,135
0,26,-5.143064600002456,-0.08305714007248458,17.856460250876598,147
0,27,10.261161299997546,0.46114933361205285,18.04860510120278,147
0,28,-8.910535600002401,-0.2062025381114252,18.87517081345672,139
0,29,-18.407535100001525,-0.605237902501401,35.01004392785775,145
0,30,1.6448229999976416,0.17870394757381838,15.347765745660421,147
0,31,12.269108799997586,0.5184287586960801,18.319964738618093,149
1,0,19.499937699998384,0.7584115884049549,20.8482656452501,101
1,1,13.805951499998613,0.5737771284237971,19.34450267257249,102
1,2,-25.65912070000208,-0.9521433039177118,33.68654245368876,175
1,3,3.91130089999705,0.25464735723802684,24.717499571795383,155
1,4,-24.85856330000117,-0.9058818091918062,35.453990712604764,118
1,5,6.779231599999003,0.35310784147723884,14.011007744606484,91
1,6,28.262396299998336,0.9921454477140942,17.676227160289436,102
1,7,-5.687227300002795,-0.08229444900832307,22.046570703207564,151
1,8,-14.191200300001727,-0.4229209674750369,29.796689158526142,109
1,9,5.384708499998481,0.3041700532950583,24.50639249405072,93
1,10,0.9177779999977931,0.14941082446508022,21.455471926897534,131
1,11,9.986771199997758,0.4597545495970202,24.196376663324486,137
1,12,-11.927327200001969,-0.3355162438787546,21.95587456851864,126
1,13,-17.517124300002706,-0.5964845683855663,29.385470622841442,150
1,14,-8.306978900001882,-0.190126147440446,20.300192221884412,109
1,15,20.76743499999878,0.7949819188958096,20.257365432020997,87
1,16,-15.325945000001362,-0.479732287974145,33.3871991967854,88
1,17,4.931917899998162,0.2877633054913866,25.9607331754,111
1,18,34.14516129999738,1.14561916639441,18.16455730476477,153
1,19,11.920189099998613,0.5089528727682916,23.32611908022975,97
1,20,-9.190961800001674,-0.236083049161148,27.789628625944495,107
1,21,3.1927917999983846,0.22890414751670965,20.020069233365696,109
1,22,-0.3214981000018602,0.10908379946949057,20.527935280881906,122
1,23,-15.700411100001544,-0.4777473735937688,28.43553121910399,106
1,24,-4.2886749000016655,-0.043488478884837506,19.928305998291346,102
1,25,26.990318699998216,0.986149169836273,19.642287056164985,114
1,26,-0.6096904000015613,0.09374621836645926,20.2443154076627,106
1,27,27.817442199998666,0.9734294315255045,21.484661565923467,99
1,28,11.918978999997542,0.525443223098348,18.34743384436551,136
1,29,-31.72574800000152,-1.2232385811003335,32.678828394500954,113
1,30,5.176026999998173,0.2951859540730798,22.91907548300473,130
1,31,35.5609522999973,1.1771675225461156,16.167935366681007,160
2,0,22.327882199998395,0.8887911483352396,19.877238244848435,105
2,1,7.6511883999986985,0.3951901724595484,15.970168037395274,94
2,2,46.31815649999822,1.4958119977341537,16.31896255392157,122
