fold,seed,return_pct,sharpe,max_dd_pct,n_trades
0,0,5.396246399998028,0.30512911483045113,24.04668010541407,139
0,1,-9.676539800001315,-0.18889899469196383,33.709350210330975,103
0,2,-10.949999700000424,-0.646892521573615,14.662502055384365,32
1,0,10.973080799998435,0.47570854181882755,21.248677046743023,118
1,1,-18.072935600001095,-0.5353925884662635,38.381693744617664,116
1,2,20.22620049999928,0.8315563323850405,19.59839161185215,75
2,0,84.65134189999874,2.1960010776920247,14.369824285260336,110
2,1,-40.008184400001035,-2.0259432905796846,47.157430066751054,99
2,2,80.41961479999848,2.235062459003211,14.330638765790473,121
3,0,105.11286490000114,2.108148451682052,20.548258242830258,193
3,1,-40.02540510000048,-2.1268804748575025,48.67080546093637,126
3,2,35.5580298000008,1.2452235257613595,18.803335384380635,99
