fold,seed,return_pct,sharpe,max_dd_pct,n_trades
0,0,-40.306613283553816,-2.729998279840827,49.166257858307674,377
0,1,-40.175890658456645,-29.627150422914543,40.210568528709906,53
0,2,-13.388407784486311,-1.6115589555965797,14.692867784486245,16
1,0,-40.29808661759217,-14.792599661245772,41.80136581636241,88
1,1,-40.42481465631587,-3.9443481543239924,47.39846645727181,317
1,2,17.916898779293366,0.8168762877931386,22.299616142192725,51
2,0,-40.240956177411256,-26.456111442208897,40.77115889916546,65
2,1,-40.63048583570238,-8.35586786774285,43.16601841578006,160
2,2,0.0,0.0,0.0,0
3,0,-40.17768446625614,-13.177210147006617,40.52118729229358,93
3,1,-40.22833106803755,-3.3211279569038323,62.690660488105685,319
3,2,-40.88197647800638,-0.7471506995224573,55.46950811628084,348
