fold,return_pct,sharpe,max_dd_pct,n_trades
0,-11.755123700001203,-0.2938073903789682,33.0283906578821,95
1,-25.970908400000926,-0.8898703778458364,44.88018503437775,112
2,-40.021306400000945,-2.163466836012089,46.960829480659264,97
3,-40.09165880000075,-2.0760148176231406,47.67462174477478,117
