fold,seed,return_pct,sharpe,max_dd_pct,n_trades
0,0,-19.968207600001076,-0.5732678501709971,37.1223470557781,114
0,1,-8.637778200001522,-0.15083678004966955,26.752186236319798,114
0,2,-14.955216000001348,-0.4088486441705112,35.089895593049064,103
1,0,-12.415625600001368,-0.31271438813436553,33.219740915154645,112
1,1,-11.79376280000124,-0.3249431538049671,19.960256090879984,96
1,2,-1.526820100001347,0.08022803402332504,27.08050272493726,106
2,0,-34.342662900001116,-1.354920084547601,42.27729798796667,122
2,1,85.02792109999868,2.1951205572059354,14.369824285260336,113
2,2,-40.07828450000096,-2.0085195520997825,47.21917631329362,100
3,0,28.876650400001513,1.0416504912921358,20.69428111337195,113
3,1,12.127192300000523,0.7329480624163651,13.738271958361745,39
3,2,-40.028931200000684,-3.8949934213906388,47.32463594455738,84
