fold,median_savings_bps,mean_savings_bps,win_rate_vs_twap,agent_sf_median_bps,twap_sf_median_bps,n_episodes
0,0.7064719797971586,0.11748514884228585,0.56,0.7297819365162899,1.2887711621589033,50
