fold,seed,median_savings_bps,mean_savings_bps,win_rate_vs_twap,agent_sf_median_bps,twap_sf_median_bps,n_episodes
0,0,0.8786558015043688,0.20459947300215517,0.58,-3.5430602662090793,-1.0873265371748522,50
0,1,-0.030889364076205794,-6.609655321096529,0.5,1.077237747199742,-1.2639963569475094,50
